SUBMITTED_DATE;CASE_NO;PROGRAM;NAME;ADDRESS1;ADDRESS2;CITY;STATE;POSTAL_CODE;NBR_IMMIGRANTS;BEGIN_DATE;END_DATE;JOB_TITLE;DOL_DECISION_DATE;CERTIFIED_BEGIN_DATE;CERTIFIED_END_DATE;JOB_CODE;APPROVAL_STATUS;WAGE_RATE_1;RATE_PER_1;MAX_RATE_1;PART_TIME_1;CITY_1;STATE_1;PREVAILING_WAGE_1;WAGE_SOURCE_1;YR_SOURCE_PUB_1;OTHER_WAGE_SOURCE_1;WAGE_RATE_2;RATE_PER_2;MAX_RATE_2;PART_TIME_2;CITY_2;STATE_2;PREVAILING_WAGE_2;WAGE_SOURCE_2;YR_SOURCE_PUB_2;OTHER_WAGE_SOURCE_2;WITHDRAWN;OCCUPATIONAL_TITLE
3/26/2008;I-08086-4125701;R;Pion Systems, Inc.;11130 Main Street;Suite 100;Fairfax;VA;22030;1;9/26/2008;9/25/2011;COMPUTER SOFTWARE ENGINEER;3/26/2008;;;30;CERTIFIED;60674;yr;60674;N;Fairfax;VA;60674;yr;2007;Online Wage Library;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
3/27/2008;I-08086-4125705;R;The TJX Companies, Inc.;770 Cochituate Road;;Framingham;MA;01701;1;3/29/2008;5/25/2010;FINANCIAL ANALYST;3/27/2008;;;161;CERTIFIED;68000;yr;;N;Framingham;MA;62795;yr;2007;OES Online Wage Library;;;;;;;;;;;N;BUDGET AND MANAGEMENT SYSTEMS AND ANALYSIS OCCUPATIONS
3/26/2008;I-08086-4125707;R;PRINCE GEORGE`S COUNTY PUBLIC SCHOOLS;14201 SCHOOL LANE;;UPPER MARLBORO;MD;20774;1;9/26/2008;9/25/2011;ELEMENTARY SCHOOL TEACHER;3/26/2008;;;92;CERTIFIED;80436;yr;;N;FORT WASHINGTON;MD;43481;yr;;;;;;;;;;;;;N;OCCUPATIONS IN PRESCHOOL PRIMARY SCHOOL AND KINDERGARTEN EDUCATION
3/26/2008;I-08086-4125713;R;EBUSINESSWARE, INC.;14 WALL STREET;SUITE 5E;NEW YORK;NY;10005;1;9/26/2008;9/25/2011;COMPUTER PROGRAMMER;3/26/2008;;;30;CERTIFIED;52000;yr;;N;NEW YORK;NY;43597;yr;2007;ONLINE WAGE LIBRARY;;;;;MALVERN;PA;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
3/26/2008;I-08086-4125721;R;Om Computer Services, LLC;2 Jersey Street, Suite 2R;;Harrison;NJ;07029;1;9/26/2008;9/25/2011;PROGRAMMER ANALYST;3/26/2008;;;30;CERTIFIED;48526;yr;55000;N;Harrison;NJ;48526;yr;2008;OES Wage Survey;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
3/26/2008;I-08086-4125541;R;McSEN Technologies Inc.,;100 Wood Ave. South;Suite 116;Iselin;NJ;08830;1;9/25/2008;9/24/2011;PROGRAMMER ANALYST;3/26/2008;;;30;CERTIFIED;53000;yr;;N;ISELIN;NJ;52790;yr;2008;Online Wage Library;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
4/24/2008;I-07113-3412443;R;McLeodUSA Incorporated;8665 New Trails Drive;;The Woodlands;TX;77381;1;7/15/2008;7/14/2009;SENIOR NETWORK ENGINEER I;4/24/2008;;;19;CERTIFIED;81892;yr;136487;N;The Woodlands;TX;45094;yr;;;;;;;;;;;;;N;OTHER OCCUPATIONS IN ARCHITECTURE ENGINEERING AND SURVEYING
9/8/2008;I-07124-3440413;R;mBlox, Inc.;485 East Evelyn Avenue;;Sunnyvale;CA;94086;1;10/1/2008;9/30/2011;NETWORK SYSTEMS & DATA COMMUNICATIONS ANALYST;9/8/2008;;;31;CERTIFIED;75000;yr;;N;Sunnyvale;CA;55910;yr;2008;OES;;;;;Delray Beach;FL;;;;;N;OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS
9/8/2008;I-07124-3440485;R;mBlox, Inc.;485 East Evelyn Avenue;;Sunnyvale;CA;94086;1;10/1/2008;9/30/2011;NETWORK SYSTEMS & DATA COMMUNICATIONS ANALYST;9/8/2008;;;31;CERTIFIED;75000;yr;;N;Sunnyvale;CA;68910;yr;2008;OES;;;;;New York;NY;;;;;N;OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS
10/1/2007;I-07128-3443625;R;Rolls-Royce North America;14850 Conference Center Drive;Suite 100;Chantilly;VA;20151;1;10/1/2007;9/30/2010;DYNAMIC DATA SPECIALIST;10/1/2007;;;19;CERTIFIED;75000;yr;;N;Middleton;CT;70845;yr;2007;FLC Data Center;;;;;;;;;;;N;OTHER OCCUPATIONS IN ARCHITECTURE ENGINEERING AND SURVEYING
11/21/2007;I-07129-3447353;R;Washington Mutual Bank;1301 Second Avenue, WMC1602;WaMu Center;Seattle;WA;98101;1;3/26/2008;3/21/2009;ENTERPRISE & SOLUTIONS ARCHITECT (SYS. ANALYST );11/21/2007;;;30;CERTIFIED;148000;yr;;N;Seattle;WA;96741;yr;2007;OES Salary Survey;;;;;Emeryville;CA;;;;;Y;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
1/15/2008;I-07130-3450427;C;Regent Broadcasting Management, LLC;100 East RiverCenter Blvd.;;Covington;KY;41011;1;2/12/2008;2/11/2009;HUMAN RESOURCES ADMINISTRATOR;1/15/2008;;;166;CERTIFIED;40000;yr;40000;N;Covington;KY;39790;yr;2007;Online Wage Library;;;;;;;;;;;N;PERSONNEL ADMINISTRATION OCCUPATIONS
1/3/2008;I-07134-3455759;R;DFS Group LP;2255 Kuhio Avenue;Suite 1800;Honolulu;HI;96815;1;4/1/2008;4/1/2011;MANAGER, PROGRAM AND ANALYSIS;1/3/2008;;;189;CERTIFIED;92400;yr;95000;N;San Francisco;CA;91978;yr;2007;OWL;;;;;;;;;;;N;MISCELLANEOUS MANAGERS AND OFFICIALS
1/23/2008;I-07135-3458699;A;Nova Machine Products, Inc.;18001 Sheldon Road;;Middleburg Heights;OH;44130;1;2/15/2008;2/14/2010;PROJECTS AND SERVICES MANAGER;1/23/2008;;;183;CERTIFIED;77625;yr;;N;Middleburg Heights ;OH;70179;yr;2007;OES Wage Data;;;;;;;;;;;N;MANUFACTURING INDUSTRY MANAGERS AND OFFICIALS
3/27/2008;I-07137-3462175;R;Mistral Software, Inc.;15950 N Dallas Parkway;Tollway Plaza Center, Tower II, Suite 400;Dallas;TX;75248;1;9/27/2008;9/26/2011;SOFTWARE ENGINEER;3/27/2008;;;30;CERTIFIED;72000;yr;;N;Dallas Metro;TX;71739;yr;2007;FLC Online Wage Library;;;;;San Jose Metro;CA;;;;;Y;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
10/9/2007;I-07145-3480145;R;Syngenta Seeds, Inc.;7500 Olson Memorial Drive;;Golden Valley;MN;55427;1;10/14/2007;10/14/2008;REGIONAL MANAGER/PLANT SCIENCE;10/9/2007;;;40;CERTIFIED;4593;mth;5200;N;Kekaha;HI;3933;mth;2007;OES;;;;;;;;;;;N;OCCUPATIONS IN AGRICULTURAL SCIENCES
10/22/2007;I-07152-3489073;R;CheckFree Services Corporation;25 Crossroads Drive;Suite 200;Owings Mills;MD;21117;1;10/22/2007;7/14/2010;STAFF SOFTWARE ENGINEER;10/22/2007;;;30;CERTIFIED;81120;yr;;N;Owings Mills;MD;63378;yr;2007;OES;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
1/24/2008;I-07155-3492567;R;Whitman College;345 Boyer Street;;Walla Walla;WA;99362;1;2/15/2008;2/14/2011;ASSISTANT PROFESSOR OF BIOLOGY;1/24/2008;;;90;CERTIFIED;59000;yr;59000;N;Walla Walla;WA;54907;yr;;;;;;;;;;;;;N;OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION
11/19/2007;I-07157-3496663;R;International Relief and Development, Inc.;1621 North Kent Street, Fourth Floor;;Arlington;VA;22209;1;12/1/2007;8/29/2009;PROPOSAL MANAGER;11/19/2007;;;189;CERTIFIED;66830;yr;;N;Arlington;VA;66830;yr;2007;OES Online Wage Library;;;;;;;;;;;N;MISCELLANEOUS MANAGERS AND OFFICIALS
10/18/2007;I-07162-3504635;R;Federal Home Loan Mortgage Corporation;8250 Jones Branch Drive;;McLean;VA;22102;1;11/30/2007;11/30/2010;FINANCIAL ANALYSIS MANAGER;10/18/2007;;;50;CERTIFIED;79600;yr;117400;N;McLean;VA;79600;yr;2007;HRA-NCA;;;;;;;;;;;Y;OCCUPATIONS IN ECONOMICS
10/3/2007;I-07164-3510333;R;Wisconsin Public Service Corporation;700 North Adams Street;;Green Bay;WI;54307;1;10/13/2007;10/12/2008;SENIOR SYSTEMS ANALYST;10/3/2007;;;30;CERTIFIED;80460;yr;;N;Green Bay;WI;46030;yr;;;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
11/13/2007;I-07165-3514231;R;Computer Sciences Corporation;2100 East Grand Avenue;Mail Code A209;El Segundo;CA;90245;2;12/24/2007;12/23/2010;PROGRAMMER ANALYST LEADER;11/13/2007;;;30;CERTIFIED;87006;yr;;N;Santa Clara;CA;87006;yr;2007;OES SOC WAGE DATABASE;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
10/31/2007;I-07171-3523743;R;Synovus Financial Corp.;1148 Broadway;5th Floor;Columbus;GA;31901;1;12/1/2007;11/30/2010;COMPLIANCE AND TAXATION TECHNOLOGY MANAGER;10/31/2007;;;186;CERTIFIED;70153;yr;;N;Columbus;GA;47965;yr;2006;FLC Online Wage Library;;;;;;;;;;;N;FINANCE, INSURANCE, AND REAL ESTATE MANAGERS AND OFFICIALS
10/16/2007;I-07172-3525585;R;Exponent Failure Analysis Associates, Inc.;149 Commonwealth Drive;;Menlo Park;CA;94025;1;11/1/2007;9/30/2010;SENIOR ENGINEER;10/16/2007;;;19;CERTIFIED;75000;yr;105000;N;Phoenix;AZ;64522;yr;2007;OES Wage Data;;;;;;;;;;;N;OTHER OCCUPATIONS IN ARCHITECTURE ENGINEERING AND SURVEYING
10/11/2007;I-07178-3534943;R;KPMG LLP;Three Chestnut Ridge Road;;Montvale;NJ;07645;1;12/5/2007;12/5/2010;MANAGER ;10/11/2007;;;39;CERTIFIED;94000;yr;153800;N;Costa Mesa ;CA;79186;yr;2007;OES Wage Survey ;;;;;;;;;;;N;OTHER COMPUTER-RELATED OCCUPATIONS
10/5/2007;I-07183-3541669;R;Analog Devices, Inc.;804 Woburn Street;MS 423;Wilmington;MA;01887;5;10/5/2007;10/5/2010;DESIGN ENGINEER;10/5/2007;;;30;CERTIFIED;71718;yr;105800;N;RICHARDSON;TX;71718;yr;2007;OES Online Wage Survey;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
10/10/2007;I-07187-3549837;R;CSC Consulting, Inc.;2100 East Grand Avenue;Mail Code A209;El Segundo;CA;90245;2;10/15/2007;10/14/2010;SR. CONSULTANT, ERP PRODUCT SPECIALIST;10/10/2007;;;189;CERTIFIED;88109;yr;130000;N;Cleveland;OH;88109;yr;2007;OES SOC WAGE DATABASE;;;;;Falls Church;VA;;;;;N;MISCELLANEOUS MANAGERS AND OFFICIALS
10/19/2007;I-07187-3549759;R;GSI WATER SOLUTIONS, INC.;55 SW YAMHILL STREET, SUITE 400;(formerly Groundwater Solutions, Inc.);PORTLAND;OR;97204;1;10/19/2007;9/30/2009;HYDROGEOLOGIST (JUNIOR LEVEL);10/19/2007;;;24;CERTIFIED;27.12;hr;;N;PORTLAND;OR;27.12;hr;2007;OES;;;;;;;;;;;N;OCCUPATIONS IN GEOLOGY
10/15/2007;I-07188-3549985;R;Gakkyusha U.S.A. Co., Ltd. d/b/a Ena;1931 Rohlwing Rd, Suite D;;Rolling Meadows;IL;60008;1;1/2/2008;1/2/2011;FOREIGN LANGUAGE AND LITERATURE TEACHER;10/15/2007;;;99;CERTIFIED;33500;yr;;N;Rolling Meadows;IL;33150;yr;2006;OES WAGE SURVEY;;;;;;;;;;;N;OTHER OCCUPATIONS IN EDUCATION
10/10/2007;I-07194-3563897;R;Digital Infuzion, Inc.;656 Quince Orchard Road;Suite 300;Gaithersburg;MD;20878;1;1/3/2008;1/2/2011;SYSTEMS ANALYST;10/10/2007;;;30;CERTIFIED;95514;yr;;N;Gaithersburg;MA;95514;yr;2007;OES Wage Source;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
10/16/2007;I-07194-3564215;R;Eminence Home Health Care, Inc.;16921 Parthenia St. Suite 301;;North Hills;CA;91343;1;11/1/2007;10/31/2010;ACCOUNTANT;10/16/2007;;;160;CERTIFIED;21.8;hr;;N;North Hills;CA;18.9;hr;2007;0ES/SOC;;;;;;;;;;;N;ACCOUNTANT, AUDITORS, AND RELATED OCCUPATIONS
12/21/2007;I-07194-3563731;R;T-Mobile USA, Inc.;12920 SE 38th Street;;Bellevue;WA;98006;1;12/21/2007;7/30/2010;ENGINEER 3, SYSTEMS DESIGN;12/21/2007;;;3;CERTIFIED;84302;yr;97000;N;Bellevue;WA;84302;yr;2007;OES;;;;;;;;;;;N;ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS
10/17/2007;I-07200-3574473;R;O''Brien Resources (USA), Inc.;12 Bellwether Way;;Bellingham;WA;98225;1;10/24/2007;10/23/2008;DIRECTOR OF SERVICES;10/17/2007;;;79;CERTIFIED;93520;yr;;N;Bellingham;WA;93517;yr;;;;;;;;;;;;;N;OTHER OCCUPATIONS IN MEDICINE AND HEALTH
10/5/2007;I-07201-3577029;R;Brooklyn Academy of Music;30 Lafayette Avenue;;Brooklyn;NY;11217;1;11/19/2007;11/19/2010;FISCAL PROJECT COORDINATOR ;10/5/2007;;;169;CERTIFIED;36750;yr;;N;Brooklyn;NY;35693;yr;2007;OES WAGE SRUVEY;;;;;;;;;;;N;OTHER OCCUPATIONS IN ADMINISTRATIVE OCCUPATIONS
11/8/2007;I-07208-3590707;R;IBM Corporation;3039 Cornwallis Rd.;;Raleigh;NC;27709;1;11/8/2007;11/8/2010;CONSULTANT;11/8/2007;;;39;CERTIFIED;90000;yr;105000;N;Sandy Springs;GA;83554;yr;2007;OES Wage Data;;;;;Oakbrook;IL;;;;;N;OTHER COMPUTER-RELATED OCCUPATIONS
6/25/2008;I-07215-3599013;R;MARSHALL UNIVERSITY;One John Marshall Drive;;Huntington;WV;25755;1;7/15/2008;7/15/2011;NEUROLOGIST;6/25/2008;;;90;CERTIFIED;916541;yr;;N;Huntington;WV;91541;yr;;;;;;;;;;;;;Y;OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION
10/3/2007;I-07218-3600729;R;CARRIER CORPORATION;1411 WALNUT HILL LANE;;IRVING;TX;75038;1;10/4/2007;10/3/2010;FINANCIAL PLANNING & ANALYSIS ASSOCIATE;10/3/2007;;;163;CERTIFIED;37024;yr;56000;N;Houston;TX;37024;yr;2007;OES WAGE DATA;;;;;;;;;;;N;SALES AND DISTRIBUTION MANAGEMENT OCCUPATIONS
10/1/2007;I-07220-3605085;R;Deloitte Consulting LLP;1700 Market Street;;Philadelphia;PA;19103;1;12/17/2007;12/17/2010;MANAGER;10/1/2007;;;39;CERTIFIED;97000;yr;140000;N;Pittsburgh;PA;76149;yr;2007;OES;;;;;;;;;;;N;OTHER COMPUTER-RELATED OCCUPATIONS
10/1/2007;I-07221-3606589;R;Veeco Metrology LLC;112 Robin Hill Road;;Santa Barbara;CA;93117;1;10/1/2007;9/30/2010;STAFF SCIENTIST (CHEMIST);10/1/2007;;;22;CERTIFIED;104040;yr;;N;Santa Barbara;CA;89336;yr;2006;OES;;;;;;;;;;;N;OCCUPATIONS IN CHEMISTRY
4/7/2008;I-07221-3606651;A;Odenberg Engineering, Inc.;4038 Seaport Boulevard;;West Sacramento;CA;95691;1;6/1/2008;5/31/2010;ELECTRONICS ENGINEER;4/7/2008;;;3;CERTIFIED;39.87;hr;59.87;N;Sacramento;CA;39.87;hr;2007;Online Wage Library;;;;;;;;;;;N;ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS
10/1/2007;I-07222-3609247;R;Anritsu Company;490 Jarvis Dr.;;Morgan Hill;CA;95037;1;3/8/2008;3/8/2011;FIRMWARE ENGINEER;10/1/2007;;;30;CERTIFIED;109164.22;yr;;N;Morgan Hill;CA;105789;yr;2007;OES;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
11/26/2007;I-07225-3610447;R;T-Mobile USA, Inc.;12920 SE 38th Street;;Bellevue;WA;98006;1;12/25/2007;12/25/2010;ADMINISTRATOR 2, NETWORK SYSTEMS;11/26/2007;;;3;DENIED;67896;yr;73944;N;Wayne;NJ;67896;yr;2007;Radford Surveys and Consulting;;;;;;;;;;;N;ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS
10/22/2007;I-07226-3612833;R;Clements and Co. d/b/a Clements International;One Thomas Circle NW;8th Floor;Washington;DC;20005;1;12/20/2007;12/19/2010;DIRECTOR OF OPERATIONS;10/22/2007;;;186;CERTIFIED;62857;yr;78000;N;Washington;DC;62857;yr;2007;OES Online Wage Library;;;;;;;;;;;N;FINANCE, INSURANCE, AND REAL ESTATE MANAGERS AND OFFICIALS
10/31/2007;I-07226-3613527;R;SHEARMAN & STERLING LLP;599 LEXINGTON AVENUE;;NEW YORK;NY;10022;1;1/14/2008;1/13/2011;ASSOCIATE ATTORNEY;10/31/2007;;;110;CERTIFIED;160000;yr;;N;New York;NY;132350;yr;2007;OES/SOC Wage Data;;;;;;;;;;;N;LAWYERS
10/5/2007;I-07227-3614225;R;Akamai Technologies, Inc.;Eight Cambridge Center;;Cambridge;MA;02142;1;1/18/2008;1/18/2011;SENIOR PRODUCT MANAGER;10/5/2007;;;189;CERTIFIED;125000;yr;145000;N;Cambridge;MA;115336;yr;2007;OES Wage Data Survey;;;;;;;;;;;N;MISCELLANEOUS MANAGERS AND OFFICIALS
10/2/2007;I-07227-3614463;R;Google Inc.;1600 Amphitheatre Parkway;;Mountain View;CA;94043;1;12/10/2007;7/21/2009;SOFTWARE ENGINEER;10/2/2007;;;30;CERTIFIED;115000;yr;;N;NEW YORK;NY;95431;yr;2007;RADFORD;;;;;MOUNTIAN VIEW;CA;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
10/26/2007;I-07227-3614925;R;Saint Lukes Medical Group;6750 Antioch Road;Suite 210;Shawnee Mission;KS;66204;1;3/31/2008;10/3/2010;ENDOCRINOLOGIST;10/26/2007;;;70;CERTIFIED;144000;yr;;N;Kansas City;MO;104478;yr;;;;;;;;;;;;;N;PHYSICIANS AND SURGEONS
10/3/2007;I-07228-3617085;R;ExactTarget, Inc.;20 North Meridian Street;Suite 200;Indianapolis;IN;46204;1;12/1/2007;12/1/2010;SOFTWARE ENGINEER;10/3/2007;;;30;CERTIFIED;70000;yr;80000;N;Indianapolis;IN;62546;yr;2007;Online Wage Library;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
10/3/2007;I-07229-3617891;R;Xerox Corporation;80 Linden Oaks Parkway, 804-01A;;Rochester;NY;14625;1;1/14/2008;1/13/2011;SENIOR DOCUMENT PROCESSING ANALYST;10/3/2007;;;30;CERTIFIED;46530;yr;;N;Woodbury;MN;46530;yr;2007;OES/SOC Wage Survey;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
10/17/2007;I-07229-3618491;R;Cincinnati Children's Hospital Medical Center;3333 Burnet Avenue;Mail Location 7005;Cincinnati;OH;45229;10;1/1/2008;1/1/2011;RESEARCH ASSISTANT ;10/17/2007;;;79;CERTIFIED;46571;yr;;N;Cincinnati;OH;46571;yr;;;;;;;;;;;;;N;OTHER OCCUPATIONS IN MEDICINE AND HEALTH
11/15/2007;I-07229-3618799;R;MobiTV, Inc.;6425 Christie Avenue;5th Floor;Emeryville;CA;94608;1;11/20/2007;11/20/2010;SENIOR SOFTWARE ENGINEER;11/15/2007;;;30;CERTIFIED;75774;yr;120000;N;Sunnyvale;CA;75774;yr;2007;OES Online Wage Library;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
10/3/2007;I-07229-3619011;R;INTERGRAPH CORPORATION;289 Dunlop Boulevard;Building 300;Huntsville;AL;35824;1;11/1/2007;11/1/2010;EXECUTIVE CONSULTANT, INFORMATION MANAGEMENT;10/3/2007;;;189;CERTIFIED;122000;yr;;N;Houston;TX;111220;yr;2007;Economic Research Institute;;;;;;;;;;;Y;MISCELLANEOUS MANAGERS AND OFFICIALS
10/5/2007;I-07230-3619397;R;United Airlines, Inc.;SFO-MOC Bldg. 15W 3rd Floor, Column Cs;San Francisco International Airport;San Francisco;CA;94128;1;12/15/2007;12/15/2010;PROJECT MANAGER (TECHNICAL) - SENIOR;10/5/2007;;;39;DENIED;102708;yr;;N;San Francisco;CA;102700;yr;2007;Mercer Benchmark Database Metropolitan Areas 2007;;;;;;;;;;;N;OTHER COMPUTER-RELATED OCCUPATIONS
10/18/2007;I-07230-3619465;R;Federal Home Loan Mortgage Corporation;8250 Jones Branch Drive;;McLean;VA;22102;1;2/15/2008;2/14/2011;TECHNICAL ANALYST-SENIOR;10/18/2007;;;30;CERTIFIED;90600;yr;117400;N;McLean;VA;90600;yr;2006;HRA-NCA;;;;;;;;;;;Y;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
11/20/2007;I-07230-3619467;R;Federal Home Loan Mortgage Corporation;8250 Jones Branch Drive;;McLean;VA;22102;1;1/6/2008;1/5/2011;TECHNICAL ANALYST;11/20/2007;;;30;CERTIFIED;69900;yr;106500;N;McLean;VA;69900;yr;2007;Watson Wyatt;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
10/2/2007;I-07232-3620011;R;Forney Enterprises, Inc.;1818 New York Avenue, NE;Suite 201;Washington;DC;20002;1;1/18/2008;1/18/2009;CIVIL ENGINEER;10/2/2007;;;5;CERTIFIED;60000;yr;;N;Washington;DC;55058;yr;2007;OES Wage Survey;;;;;;;;;;;N;CIVIL ENGINEERING OCCUPATIONS
10/23/2007;I-07232-3621179;R;Tribune Interactive, Inc.;435 N. Michigan Ave.;;Chicago;IL;60611;1;2/28/2008;2/28/2009;SENIOR MANAGER, INTERNET SYSTEMS;10/23/2007;;;169;CERTIFIED;120896;yr;;N;Chicago;IL;103441;yr;2007;Economic Research Institute;;;;;;;;;;;N;OTHER OCCUPATIONS IN ADMINISTRATIVE OCCUPATIONS
10/4/2007;I-07232-3621287;R;Oliver Wyman, Inc.;99 Park Avenue;5th Floor;New York;NY;10016;1;1/14/2008;1/14/2011;MANAGEMENT CONSULTANT/JOB MANAGER;10/4/2007;;;199;CERTIFIED;110000;yr;;N;New York;NY;69000;yr;2006;Watson Wyatt Professional Personnel;;;;;;;;;;;N;MISCELLANEOUS PROFESSIONAL, TECHNICAL, AND MANAGERIAL OCCUPATIONS
10/12/2007;I-07233-3621847;R;Gemstar-TV Guide International, Inc.;6922 Hollywood Blvd., 12th Fl.;;Los Angeles;CA;90028;1;3/1/2008;3/1/2011;PRODUCER;10/12/2007;;;159;CERTIFIED;72654;yr;;N;Los Angeles;CA;70366;yr;2007;OES;;;;;;;;;;;N;OTHER OCCUPATIONS IN ENTERTAINMENT AND RECREATION
10/8/2007;I-07234-3624641;R;eBay Inc.;2145 Hamilton Avenue;;San Jose;CA;95125;1;12/29/2007;12/28/2008;SENIOR SOFTWARE ENGINEER;10/8/2007;;;30;CERTIFIED;108453.85;yr;108453.85;N;San Jose;CA;94806.4;yr;2006;National Compensation Survey;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
5/30/2008;I-07234-3624617;R;Widener University, Inc.;One University Place;;Chester;PA;19013;1;6/1/2008;5/31/2011;ASSISTANT PROFESSOR OF PSYCHOLOGY;5/30/2008;;;90;CERTIFIED;41850;yr;;N;Chester;PA;41850;yr;2008;OES Survey;;;;;;;;;;;N;OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION
11/9/2007;I-07234-3625181;R;Levindale Hebrew Geriatric Center & Hospital;2434 W. Belvedere Avenue;;Baltimore;MD;21215;2;1/7/2008;1/6/2011;GERIATRIC PSYCHIATRIST;11/9/2007;;;70;CERTIFIED;145000;yr;;N;Baltimore;MD;134597;yr;2007;Online Wage Library;;;;;;;;;;;N;PHYSICIANS AND SURGEONS
10/2/2007;I-07234-3624939;R;Cargill, Incorporated  ;15407 McGinty Road West;;Wayzata;MN;55391;1;1/1/2008;1/1/2011;SENIOR CHEMICAL ENGINEER;10/2/2007;;;8;CERTIFIED;5900;mth;6250;N;Savage;MN;5800;mth;2007;Watson Wyatt Data Services, Inc.;;;;;;;;;;;N;CHEMICAL ENGINEERING OCCUPATIONS
11/16/2007;I-07234-3624735;R;Fairbanks Clinic;1919 Lathrop Street, Suite 100;;Fairbanks;AK;99701;1;12/1/2007;12/1/2010;PEDIATRICIAN;11/16/2007;;;70;CERTIFIED;92914;yr;;N;Fairbanks;AK;73715;yr;;;;;;;;;;;;;N;PHYSICIANS AND SURGEONS
11/2/2007;I-07235-3627119;R;Salty, Inc.;499 7th Avenue;8th Floor;New York ;NY;10018;1;2/11/2008;2/11/2011;SENIOR FASHION DESIGNER;11/2/2007;;;142;CERTIFIED;107500;yr;;N;New York;NY;78416;yr;2007;OES;;;;;;;;;;;N;ENVIRONMENTAL, PRODUCT, AND RELATED DESIGNERS
10/10/2007;I-07235-3627349;R;MetLife Group, Inc.;One MetLife Plaza;27-01 Queens Plaza North;Long Island City;NY;11101;1;2/4/2008;2/4/2011;INFORMATION SYSTEMS CONSULTANT;10/10/2007;;;30;CERTIFIED;68000;yr;92000;N;Moosic;PA;62733;yr;2007;OES Wage Survey;;;;;;;;;;;N;OCCUPATIONS IN SYSTEMS ANALYSIS AND PROGRAMMING
10/17/2007;I-07235-3627455;R;Avaya Inc.;211 Mt. Airy Road;;Basking Ridge;NJ;07920;1;1/27/2008;1/26/2009;SELF SERVICE SOLUTION SUPPORT ENGINEER;10/17/2007;;;32;CERTIFIED;104000;yr;141500;N;Westminster;CO;94973;yr;2007;OES Wage Data Survey;;;;;;;;;;;N;OCCUPATIONS IN COMPUTER SYSTEM USER SUPPORT
10/15/2007;I-07235-3627339;R;Select Medical Corporation;4716 Old Gettysburg Road;;Mechanicsburg;PA;17055;1;11/12/2007;9/7/2009;SENIOR PROGRAMMER ANALYST;10/15/2007;;;33;CERTIFIED;72000;yr;;N;Mechanicsburg;PA;61306;yr;2007;Economic Research Institute;;;;;;;;;;;N;OCCUPATIONS IN COMPUTER SYSTEM TECHNICAL SUPPORT
10/2/2007;I-07235-3627595;R;Washington Hospital Center;110 Irving St., NW;;Washington;DC;20010;1;10/15/2007;10/14/2010;SITEL SECURITY SPECIALIST;10/2/2007;;;189;CERTIFIED;72000;yr;;N;Washington;DC;61110;yr;2007;OES;;;;;;;;;;;N;MISCELLANEOUS MANAGERS AND OFFICIALS
